Job Titles,Company Names,Experience Required,Package,Locations,Skills
Celonis Developer,Response Informatics,0-1 Yrs,Not disclosed,"Kochi/Cochin, Mumbai, Chandigarh, New Delhi, Lucknow, Thrissur/Trichur, Chennai, Ahmedabad, Jaipur, Bangalore/Bengaluru",Medical devicesData analysisAssuranceMicrobiologyISOPharmaAnalyticalGLP
Senior UX Researcher,IBM,0-3 Yrs,Not disclosed,New Delhi,Product managementGraphicsBusiness AnalystUIIllustratorInteraction designJavascriptHealthcare
Advisory UX Researcher,IBM,2-4 Yrs,Unpaid,Noida,UnixC++Data analysisSoftware designLinuxDebuggingData structuresPerl
Senior Software Engineer(BI),Williams-sonoma,3-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Mobile application developmentWeb technologiesSocial mediaLead GeneratorWeb developmentClient interactionDigital marketingBusiness Executive
Senior Software Engineer(.Net),Williams-sonoma,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",MIS EXECUTIVEMIS Executivemis
Senior Software Engineer(BI),Williams-sonoma,2-15 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Supply chainBusiness processData analysisExcelAccess managementCustomer supportGap analysisTechnical support
Senior Software Engineer(.Net),Williams-sonoma,2-4 Yrs,Not disclosed,"Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",GISSelection processData analysisStatistical analysisAdministration StaffData collectionHRResearch
Database Administrator,Ismile Technologies,5-10 Yrs,Not disclosed,New Delhi,Supply chainData analysisERPExcelSAPMS AccessPeopleSoftCross functional coordination
Deployment Engineer - Cybersecurity,Softline,0-4 Yrs,Not disclosed,"Noida, Bangalore/Bengaluru",Data analysisProcess improvementSupply chain operationsStrategic sourcingHealthcarePresalesProject planningRisk management
Sr. Finance Associate,Bottomline Technologies,10-15 Yrs,Not disclosed,"Noida, Ghaziabad, Delhi / NCR",ERPData analysisDemand planningProcess improvementSupply chain operationsFMCGCustomer serviceStakeholder management
Manager / Executive MIS,J Mitra And Co,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Solution designAutomationHR processesdata scienceArtificial IntelligenceConsultingMachine learningManager Technology
Sales Coordinator,J Mitra And Co,0-5 Yrs,Not disclosed,Bangalore/Bengaluru,Administration managementBusiness administrationEconomicsAccountingBusiness analyticsBusiness managementAssistant ProfessorHuman resource management
Officer-in-charge (Conflict Management),Wildlife Trust of India,0-1 Yrs,Not disclosed,Gurgaon/Gurugram,GISWirelessAutomationData analysisAnalyticalAgronomyJavascriptSoil science
Officer-in-Charge (PA Management Enhancement),Wildlife Trust of India,0-3 Yrs,Not disclosed,Noida(Sector-126 Noida),data scienceCustomer satisfactionCustomer service operationsExecutive OperationsITESResearchOperationsSoftware solutions
Bid Manager in our Pre-Sales Team,Prov Infotech Systems,3-7 Yrs,Not disclosed,"Hybrid - Gurgaon/ Gurugram, Haryana",Supply chainInterpersonal skillsClaimsPublishingExcelMISAnalyticalSupply chain operations
Junior engineers,Hashwave,3-8 Yrs,1-4 Lacs PA,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Industry researchBusiness analyticsConsultingMarket researchMarket assessmentMarketing collateralsMS OfficeResearch Associate
Architecture/Design/Development - Application Developer III,HighPoints Technologies India Private Limited,3-8 Yrs,Not disclosed,Noida,Web application developmentHTML;JavascriptC++Front endPDFCodingMySQLProgramming
SEO Expert,Baoiam,2-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data analysisProject reportsTeam managementProject managementFinanceCost managementManager Project ManagementClient relationship
Team Manager - Sales,Global Capital Market,6-11 Yrs,Not disclosed,Mumbai,Data analysisProject reportsTeam managementProject managementFinanceCost managementClient relationshipanalysis
MIS Executive,Club Oxygen,2-5 Yrs,3.5-4.25 Lacs PA,"Noida, Uttar Pradesh, Gurgaon/ Gurugram, Haryana, Delhi / NCR",Data analysisProject reportsTeam managementProject managementFinanceCost managementClient relationshipanalysis
Senior Manager - Spare Parts (Service),Orient Electric,2-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data analysisClient satisfactionProject reportsProject managementFinanceCost managementFinancial managementManagement
Email Marketing Executive,Sdad Technology,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data analysisProject reportsTeam managementProject managementFinanceCost managementClient relationshipanalysis
Salesforce Tableau CRM Consultant,Coders Brain Pvt Ltd,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data analysisClient satisfactionProject reportsProject managementFinanceCost managementFinancial managementManagement
SQL ETL Developer,Coders Brain Pvt Ltd,10-12 Yrs,Not disclosed,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",TrainingData analysisManagementAnalysisConsultingData
Software developer_Incruiter,Coders Brain Pvt Ltd,0-1 Yrs,Not disclosed,Remote,Product managementTelecomMarketing ManagerData analysisMarket researchHealthcareProduct marketingMarketing strategy
Associate Manager - MLOps,Tredence,1-4 Yrs,Not disclosed,"Mumbai, New Delhi, Pune, Bangalore/Bengaluru",TelecomSANData analysisRDBMSHealthcareOracleBusiness intelligenceSQL
Manager - Corporate HR,Tata Communications,5-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",BackendGITdata scienceSQL databasePowershellMySQLVisual StudioCosmos
Senior Software Engineer,BrandMuscle,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Executivecampaignsaffiliate
Great Opportunity For MBA freshers !!!,Propshop,8-10 Yrs,Not disclosed,New Delhi,Logistic regressiondata scienceCodingMachine learningSMSlinear regressionHousing financeRepresentative
Fullstack Developer,Virtualware Innovations,3-7 Yrs,Not disclosed,New Delhi,Data analysisInformation securityAnalyticalAgileTechnical AnalystStored proceduresTest casesVisio
Freshers - B.E / B.Tech / MBA - Finance & Marketing,Sangeetha Mobiles,3-5 Yrs,Not disclosed,New Delhi,Market analysisadvanced analyticstableauBusiness AnalystDatabaseHealthcaredata visualizationForecasting
Affiliate Manager Delivery,Digiexcel,5-10 Yrs,Not disclosed,New Delhi,MicrostrategyData analysisStaffingApplication developmentVisioOracleBusiness intelligenceProject delivery
Associate - Sales Operations,Leverage Edu,5-8 Yrs,Not disclosed,New Delhi,Leadership developmentSales operationsdata scienceBusiness analysisCustomer retentionAgileCustomer engagementOperations
Senior Software Engineer (AI/ML),Elevate Services India Pvt Ltd.,1-3 Yrs,Not disclosed,New Delhi,Computer scienceData analysisContent managementmetadataTechnical writingBusiness analyticsAnalyticalAgile
SEO Expert,Kingtechiz,5-10 Yrs,Not disclosed,"Vadodara/ Baroda, Gujarat",Stakeholder EngagementData WarehousingETLSQLBusiness AnalyticsTechnical Business AnalystDataAnalytics
Executive – Project Management,TEAM RECRUITERS,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Finacle Requirements gatheringFinacle FunctionalBusiness AnalyticsBusiness Requirement AnalysisRequirement GatheringBusiness analysisRequirementsRequirement analysis
Manager - Partner Growth,1pharmacy Network,6-12 Yrs,Not disclosed,"Noida, Bengaluru",project managementdata analysisgap analysisbusiness analysisuatbusiness analyticsuser storiesbusiness intelligence
Prof./ Associate Prof. / Assistant Prof.-NGASCE- Business Analytics,SVKMs Narsee Monjee Institute of Management Studies (NMIMS),3-5 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana(Udyog Vihar Industrial Area Phase VI +1), Delhi / NCR",Product managementData analysisUsageProject managementAnalyticalMarket researchSenior Business AnalystManagement
Human resources Executive And Recruiter,Xperience Infinite Software Technologies,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,Data analysisUsageManager TechnologySenior Business AnalystResearchTechno-commercialTechnologyBusiness analysis
Database Engineer,Coders Brain Pvt Ltd,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",System architectureChange managementForexFTPAgileData qualitydata mappingOracle
DATABASE ENG Professional,Coders Brain Pvt Ltd,1-4 Yrs,2.5-2.75 Lacs PA,Gurgaon/Gurugram,Jira ToolProduct DevelopmentBusiness RequirementsAgile MethodologySoftware DevelopmentProblem SolvingLeadership SkillsExcellent Verbal And Written Communication Skills
Asso Consultant,Infor,2-5 Yrs,Not disclosed,Bengaluru,ESG risk reportingGreen lendingRegulatory ComplianceHiringERMLendingRegulatoryReporting
BA - Market Risk - Consultant,Techsist Solution,5-10 Yrs,Not disclosed,"Mumbai, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",transformation projectscapital market productsInvestment BankingMarkets & SecuritiesManagementMarketingProject managementHiring
Social Media Manager Intern,Incorporate,3-6 Yrs,10-14 Lacs PA,Ahmedabad,Lead generationData analysisBiddingBusiness AnalystCustomer satisfactionProject managementAnalyticalPresales
CREDIT MANAGER,Arka Fincap,2-7 Yrs,Not disclosed,Noida,Business analystbusiness strategyData AnalysisExcel Report PreparationBusiness analysisExcelReport preparationData
Senior Policy Manager,J-pal South Asia,8-13 Yrs,Not disclosed,Vadodara,data warehousebusiness analystetlsqlDataTechnical analysisWarehouseTechnical
Logic App Developer,Amplifai,2-7 Yrs,Not disclosed,Gurgaon/Gurugram,Technical analysisBusiness AnalystData ArchitectContractingData structuresSAP FIData AnalystSQL
Research Coordintor,Mahagurukul Foundation,5-8 Yrs,Not disclosed,Kochi/Cochin,Business processData analysisPMPBusiness analysisProject managementAnalyticalSMSAgile
Political Reporting Fellow,The Caravan,2-3 Yrs,Not disclosed,"Hybrid - New Delhi, Delhi, Gurgaon/ Gurugram, Haryana(Cyber City), Delhi / NCR",Data analysisBiddingPublishingBusiness requirement analysisProject managementMS OfficeAdobeSQL
Consultant - GRB Sector Expert (Industry and Infra,UN Women,3-4 Yrs,Not disclosed,"Hybrid - Noida, Uttar Pradesh, Gurgaon/ Gurugram, Haryana, Delhi / NCR",Data analysisPDFManager Quality AssuranceBusiness analysisAnalyticalAgileDatabaseSenior Business Analyst
Consultant - GRB Sector Expert - Science and Techn,UN Women,5-9 Yrs,Not disclosed,"Kochi/Cochin, Mumbai, Chandigarh, New Delhi, Lucknow, Thrissur/Trichur, Chennai, Ahmedabad, Jaipur, Bangalore/Bengaluru",SQL queriesData analysisIT AnalystDatabasepower biTechnical LeadManagementSSIS
"Consultant - GRB Sector Expert- Agriculture, Food",UN Women,3-6 Yrs,Not disclosed,Rajkot,Business ResearchData AnalysisData CollectionMarket ResearchResearch ProjectsCompany ResearchIndustry ResearchData
"EAII Manager, Monitoring & Evaluation",Evidence Action,2-4 Yrs,Not disclosed,Noida,Product managementData analysisBusiness AnalystProject managementAnalyticalMarket researchManagementBusiness operations
Timesheet Executive - Night shift,Collabera Talent Solutions,4-8 Yrs,Not disclosed,Gurgaon/Gurugram,Data analysisBusiness reportingBusiness AnalystHelpdeskBusiness analysisWholesale bankingMISBanking
Consultant/Managing Consultant,Avasant,8-13 Yrs,6-11 Lacs PA,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",SQL queriesData analysisOracle SQLBusiness analysisWeb applicationManagementTestinganalysis
Inside Sales Manager (DataTrained),Datatrained,7-10 Yrs,Not disclosed,"Hybrid - Noida, Uttar Pradesh",Data analysisBusiness reportingBusiness analysisSystem integrationAgileSoftware development life cycleGap analysisMicrosoft Dynamics
Market Research Project Manager,Growth-Driven Digital,6-8 Yrs,Not disclosed,Gurgaon/Gurugram,Business processProcess designData analysisData managementProject managementAnalyticalRelationship buildingBusiness solutions
Senior Manager,EXL,5-8 Yrs,Not disclosed,Gurgaon/Gurugram,Business processAnalystData analysisAnalyticalAgileMS Office toolsScrumVisio
Software Engineer,Infor,3-8 Yrs,Not disclosed,Kochi/Cochin,TrainingAdministrationData analysisData migrationInterpersonal skillsSalesBusiness Analyst LeadLead Business Analyst
Manager - Buying & Merchandising - Mango,Myntra,2-12 Yrs,Not disclosed,Gurgaon/Gurugram,Data analysisBusiness AnalystCompliancemanagementBankingCorporatequeryManager Business Analyst
Cloud Computing,NEW Generation Jobs,7-9 Yrs,Not disclosed,Calicut/Kozhikode,Computer visionData analysisProject managementAnalyticalLead Business AnalystArtificial IntelligenceMachine learningScrum
Social Media Specialist,Social Beat,3-6 Yrs,Not disclosed,Calicut/Kozhikode,BrdHealth insuranceHealthInsurance
Finance & Accounts - Associate,Merito,2-3 Yrs,Not disclosed,"Noida, Uttar Pradesh",System testingData analysisData managementData structuresStored proceduresTest casesBusiness intelligenceBusiness Technical Analyst
Assistant Manager-Finance and Administration Delivery,IBM,8-13 Yrs,Not disclosed,"Noida, Uttar Pradesh, Chennai, Tamil Nadu",IT Business AnalystSystem testingData analysisData managementData structuresStored proceduresTest casesRisk management
Quality Assurance/Quality Control Associate (Fresher),Catalyst HRS,1-4 Yrs,Not disclosed,Hybrid - Bangalore/Bengaluru,Computer scienceCloud computingManager Quality Assurancedata scienceBusiness AnalystBusiness analysisAnalyticalMachine learning
Senior Practitioner - Finance and Administration Delivery,IBM,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data analysisUsageCopy editingBusiness AnalystTime managementAnalyticalCorporateResearch
Digital Marketing Executive,Netventure Digital Solutions,1-5 Yrs,Not disclosed,"Mumbai, Delhi, Hyderabad, Pune, Chennai, Ahmedabad, Anand, Bengaluru",Lead Business AnalystBankingAgileCMMIScrumBusiness modelingCustomer serviceSolution integration
Associate Project Manager,Amway,1-6 Yrs,Not disclosed,Gurgaon/Gurugram,IT AnalystProcess mappingProject implementationVendor assessmentBankingManager Business AnalystHousing financeUAT
Urgently looking For VP- Risk & control Operations,Barclays,4-8 Yrs,3-8 Lacs PA,Gurgaon/Gurugram,Data analysisBusiness AnalystAnalyticalMarket intelligenceIFSdata visualizationBusiness intelligencebig data
MIS Executive,Club Oxygen,2-3 Yrs,Not disclosed,Gurgaon/Gurugram,Relationship managementData analysisInterpersonal skillsequity derivativesBusiness AnalystFixed incomeSwapsApplication development
Sales Executive (Tiles Industries),Catalyst HRS,1-4 Yrs,Not disclosed,Gurgaon/Gurugram,OutboundHealth insuranceLead generationBasicData analysisPDFSalesMarket research
Assistant Manager - HRO,Genpact,2-5 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana",Data analysisPDFFinanceBusiness analyticsFinancial planningContractingIndirect taxationTax planning
Sr. Quality Engineer - New Product Development Process Quality,Sgtc India,5-8 Yrs,Not disclosed,"Bareilly, Uttar Pradesh, Ghaziabad, Uttar Pradesh, Delhi / NCR",Data analysistableauExcelSenior AnalystSenior Business Analystpower biMS OfficeBusiness intelligence
Marketing Manager,Naagin Sauce,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Product managementAutomationData analysisChange managementBusiness analysisAgileWorkflowProduct design
Senior UX Writer,Info Edge,4-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data analysisAgileProgrammingManager TechnologySenior Business AnalystE-commercewireframingManagement
Lead - Finance and Administration Delivery,IBM,2-5 Yrs,Not disclosed,Chennai,Business processComputer scienceBusiness administrationData analysisBusiness AnalystAnalyticalAgileWorkflow
Senior Practitioner - Finance and Administration Delivery,IBM,2-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Analytical skillsPre Sales ExecutiveData analysisCVBusiness AnalystSoftware development life cycleClient presentationsMS Office Word
Nuclear Medicine Technologist,Amrita Institute of Medical Science,5-10 Yrs,Not disclosed,"Mumbai, New Delhi, Bangalore/Bengaluru",RetailUxBusiness AnalystAsiaBankingUatseniorbusiness analysis
Lead Assistant Manager,EXL,5-8 Yrs,3.75-6 Lacs PA,"Mumbai, New Delhi, Bangalore/Bengaluru",Product ManagementBusiness AnalystBusiness analysisLendingManagement
Executive - Service Excellence,Aster Medcity,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data analysisExcelBusiness AnalystProject managementMISStrategic planningBusiness intelligenceAnalytics
Executive - Service Excellence,Aster MIMS,3-8 Yrs,Not disclosed,Remote,Data analysisData modelingBusiness analysisProject managementConsultingWorkflowHealthcareVisio
